chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr18	61344586	61344686	32	Slc26a2	+	11.40	10.82	26.06	1.05	-2.29
chr18	61688321	61688421	27	Csnk1a1	+	8.45	14.08	12.92	-1.67	1.53
chr18	61859132	61859232	220	Grpel2	+	28.05	17.48	37.98	1.61	-1.36
chr18	62085136	62085299	-929	Sh3tc2	+	23.35	19.92	27.69	1.17	-1.19
chr18	62086039	62086139	-57	Sh3tc2	+	7.95	4.65	11.62	1.71	-1.46
chr18	62456808	62456989	-377	Htr4	+	27.85	20.61	37.30	1.35	1.34
chr18	62457013	62457113	-212	Htr4	+	22.60	11.92	25.23	1.9	-1.12
chr18	62457128	62457228	-97	Htr4	+	21.40	9.54	22.89	2.24	1.07
chr18	62681852	62681986	15	Fbxo38	+	7.70	4.67	14.00	1.65	-1.82
chr18	62889696	62889800	-330	2700046A07Rik	+	24.35	12.09	31.15	2.01	-1.28
chr18	63055142	63055242	-206	Apcdd1	+	15.90	12.23	30.35	1.3	-1.91
chr18	63110843	63110943	-94	Napg	+	4.00	4.00	6.50	-1.01	1.62
chr18	63825448	63825572	-80	Txnl1	+	1.00	3.00	5.50	-3.03	5.49
chr18	63825577	63825677	-197	Txnl1	+	14.90	12.08	17.88	1.24	1.2
chr18	63841280	63841380	314	Gm41754	+	9.95	7.04	9.95	1.41	-1
chr18	63841999	63842099	283	Wdr7	+	16.15	8.40	18.84	1.92	-1.17
chr18	64622170	64622270	-51	Fech	+	13.90	23.67	18.37	-1.7	1.32
chr18	64622445	64622545	-326	Fech	+	16.40	11.57	18.39	1.42	1.12
chr18	64649947	64650047	-411	Nars1	+	23.10	15.27	25.73	1.51	-1.12
chr18	64650061	64650219	-554	Nars1	+	29.10	24.09	31.70	1.21	-1.09
chr18	64650296	64650396	-760	Nars1	+	28.80	20.88	39.38	1.38	-1.37
chr18	64793979	64794079	42	Atp8b1	+	13.90	7.48	18.53	1.86	-1.34
chr18	65563446	65563546	-565	Malt1	+	6.45	14.61	18.36	-2.26	2.84
chr18	65563617	65563717	-394	Malt1	+	11.95	14.56	16.43	-1.22	1.37
chr18	65563804	65563904	-207	Malt1	+	11.95	11.05	15.93	1.08	1.33
chr18	65563906	65564006	-105	Malt1	+	10.95	8.04	12.44	1.36	1.13
chr18	65933509	65933667	-61	Sec11c	+	7.95	8.05	15.90	-1.01	2
chr18	67266102	67266202	-479	Gnal	+	10.20	5.35	15.94	1.9	-1.56
chr18	67266319	67266419	-262	Gnal	+	19.15	20.31	20.70	-1.06	-1.08
chr18	67266487	67266587	-94	Gnal	+	12.95	12.05	15.44	1.07	1.19
chr18	67337739	67337995	-563	Chmp1b	+	35.30	38.72	50.61	-1.1	1.43
chr18	67597171	67597271	-698	Prelid3a	+	17.15	12.78	26.68	1.34	-1.56
chr18	67774039	67774139	336	Cep76	+	13.90	11.58	25.32	1.2	1.82
chr18	67774140	67774240	235	Cep76	+	16.40	12.58	22.86	1.31	1.39
chr18	67774421	67774521	-46	Cep76	+	4.00	2.00	5.00	1.98	1.25
chr18	68065527	68065627	-667	Ldlrad4	+	12.45	13.55	21.41	-1.09	1.72
chr18	68065741	68065841	-453	Ldlrad4	+	25.35	16.93	39.29	1.5	-1.55
chr18	68066091	68066275	-61	Ldlrad4	+	19.90	25.13	40.20	-1.26	2.02
chr18	68360242	68360342	-725	Ldlrad4	+	19.90	15.08	22.39	1.32	1.12
chr18	68433325	68433425	29	Fam210a	+	1.00	9.50	2.00	-9.61	2
chr18	70274549	70274652	76	Rab27b	+	29.10	17.54	32.80	1.66	-1.13
chr18	70605511	70605611	-7	4930503L19Rik	+	18.10	14.51	47.97	1.25	-2.65
chr18	70605758	70606043	163	Stard6	+	47.65	33.04	86.89	1.44	-1.83
chr18	70663338	70663438	4	Poli	+	7.95	10.57	7.95	-1.33	-1
chr18	70700840	70700940	-473	Mbd2	+	18.10	6.10	51.44	2.97	-2.85
chr18	70701085	70701185	-228	Mbd2	+	19.90	19.60	26.87	1.01	1.35
chr18	73704917	73705017	-809	Mex3c	+	31.80	14.57	45.00	2.18	-1.42
chr18	73948451	73948551	8	Me2	+	9.70	24.03	12.55	-2.48	-1.3
chr18	73949156	73949256	-697	Me2	+	12.65	8.41	21.31	1.51	-1.69
chr18	73949294	73949394	-835	Me2	+	16.40	6.27	20.92	2.61	-1.28
chr18	74150153	74150253	-775	D730045A05Rik	+	12.95	6.02	14.94	2.14	1.15
chr18	74197427	74197527	543	Mapk4	+	14.90	10.57	21.85	1.41	1.46
chr18	74341006	74341194	-211	Ska1	+	23.35	5.03	43.16	4.64	-1.85
chr18	74348645	74348745	-588	Cxxc1	+	6.95	19.64	11.42	-2.82	1.64
chr18	74348909	74349009	-324	Cxxc1	+	8.45	14.59	21.87	-1.73	2.58
chr18	74349135	74349282	-75	Cxxc1	+	11.70	3.17	14.49	3.67	-1.24
chr18	74401068	74401218	-103	Mbd1	+	3.00	7.00	9.50	-2.36	3.16
chr18	74911443	74911543	33	Scarna17	+	26.30	10.65	41.70	2.47	-1.59
chr18	74911831	74911931	-355	Scarna17	+	12.40	12.12	14.56	1.03	-1.18
chr18	74912038	74912138	-195	Acaa2	+	14.40	24.67	23.34	-1.71	1.62
chr18	74912254	74912416	52	Acaa2	+	30.85	22.11	32.84	1.39	1.06
chr18	75133814	75134014	-225	Snord58b	+	20.85	25.72	25.24	-1.23	-1.21
chr18	75830748	75830848	-31	Ctif	+	9.95	12.56	12.44	-1.26	1.25
chr18	75830923	75831023	-206	Ctif	+	16.90	27.66	32.81	-1.64	1.94
chr18	75952948	75953048	-251	Zbtb7c	+	12.45	6.27	13.49	1.98	-1.08
chr18	77031651	77031751	-110	Hdhd2	+	14.40	10.40	21.91	1.38	-1.52
chr18	77031809	77031968	77	Hdhd2	+	33.05	24.83	46.87	1.33	-1.42
chr18	77134793	77134999	96	Katnal2	+	9.95	23.62	14.93	-2.38	1.5
chr18	77153385	77153485	59	Pias2	+	15.60	8.25	42.21	1.9	-2.71
chr18	77272775	77272969	-671	St8sia5	+	30.55	23.84	40.35	1.28	-1.32
chr18	77802697	77802797	-559	Ark2n	+	10.20	4.94	15.94	2.06	-1.56
chr18	77855676	77855776	-227	Haus1	+	16.40	13.58	16.90	1.21	1.03
chr18	77861967	77862067	-432	Haus1	+	23.35	9.83	41.21	2.37	-1.77
chr18	77882029	77882129	-171	Pstpip2	+	15.40	10.38	21.32	1.48	-1.39
chr18	77981536	77981784	-21	Epg5	+	21.35	15.99	24.55	1.34	-1.15
chr18	80194625	80194725	22	Adnp2	+	19.90	25.13	20.90	-1.26	1.05
chr18	80243873	80243973	-89	Rbfa	+	9.95	14.07	9.95	-1.42	-1
chr18	80249985	80250140	21	Txnl4a	+	13.15	4.60	15.89	2.87	-1.21
chr18	80298739	80298839	329	Slc66a2	+	15.90	28.18	26.83	-1.77	1.69
chr18	80298883	80299063	-468	Slc66a2	+	22.85	49.83	45.60	-2.18	2
chr18	80299225	80299345	-156	Slc66a2	+	19.65	14.76	23.47	1.33	-1.2
chr18	80513444	80513689	-659	Ctdp1	+	42.45	36.96	43.05	1.15	-1.01
chr18	80513760	80513924	-935	Ctdp1	+	17.40	25.65	21.38	-1.47	1.23
chr18	82493194	82493294	-4	Mbp	+	12.90	15.10	20.64	-1.17	-1.6
chr18	82711321	82711511	-376	Zfp236	+	25.85	38.72	38.68	-1.5	1.5
chr18	82873350	82873450	-622	4930445N18Rik	+	22.85	23.15	32.29	-1.01	1.41
chr18	82873451	82873684	-455	4930445N18Rik	+	45.75	59.83	61.07	-1.31	1.34
chr18	82873857	82873957	-115	4930445N18Rik	+	10.20	11.77	10.71	-1.16	-1.05
chr18	84608002	84608212	-478	Zfp407	+	49.70	35.72	52.09	1.39	1.05
chr18	84608470	84608570	-891	Zfp407	+	20.40	21.52	23.62	-1.06	-1.16
chr18	84703717	84703849	44	Cndp2	+	10.45	11.56	11.94	-1.11	1.14
chr18	84868703	84868803	-710	Cyb5a	+	22.60	18.92	23.10	1.2	-1.02
chr18	84969755	84969972	-214	Timm21	+	24.85	13.81	25.86	1.8	-1.04
chr18	84970049	84970149	-142	Fbxo15	+	12.90	13.49	19.04	-1.04	-1.48
chr18	86412590	86412690	-437	Neto1	+	10.45	19.59	11.94	-1.88	1.14
chr18	89787732	89787832	-118	Dok6	+	12.90	11.08	22.41	1.17	-1.74
chr18	90527910	90528010	213	Gm18280	+	24.35	28.77	36.84	-1.18	-1.51
chr18	90528145	90528255	-27	Gm18280	+	12.45	7.03	15.94	1.77	1.28
chr18	90528284	90528384	56	Tmx3	+	15.40	15.10	17.39	1.02	1.13
chr18	90597586	90597686	-313	Gm45871	+	27.35	26.14	37.30	1.05	1.36
chr18	90597723	90597873	-151	Gm45871	+	17.40	26.65	38.18	-1.53	2.2
chr18	90597884	90598007	-4	Gm45871	+	21.85	22.56	28.75	-1.03	-1.32
chr19	3332490	3332590	470	Ighmbp2	+	8.90	1.67	26.70	5.34	-3
chr19	3757744	3757848	372	Gm36608	+	15.40	8.25	18.70	1.87	-1.22
chr19	3757889	3757989	229	Gm36608	+	19.60	13.24	25.94	1.48	-1.33
chr19	3758243	3758343	0	1810055G02Rik	+	9.45	6.22	14.49	1.52	-1.54
chr19	3817379	3817495	16	Kmt5b	+	22.85	26.17	28.31	-1.14	1.24
chr19	3901667	3901767	-56	Chka	+	6.45	4.79	8.80	1.35	-1.37
chr19	3962776	3962966	-97	Ndufs8	+	4.45	11.13	9.39	-2.47	2.11
chr19	3980034	3980134	-306	Aldh3b1	+	10.45	5.53	21.40	1.89	2.04
chr19	4050436	4050536	-94	Nudt8	+	30.55	28.98	32.08	1.06	-1.05
chr19	4050581	4050741	81	Nudt8	+	24.10	18.45	42.69	1.3	-1.77
chr19	4176401	4176501	491	Tmem134	+	17.35	7.02	43.38	2.47	-2.5
chr19	4213425	4213532	-96	Rps6kb2	+	13.40	11.65	14.43	1.15	-1.08
chr19	4225652	4225752	-224	Carns1	+	20.85	6.40	41.70	3.26	-2
chr19	4242060	4242248	-19	Ppp1ca	+	20.40	26.63	26.87	-1.31	1.32
chr19	4252035	4252135	-483	Rad9a	+	14.65	11.77	19.92	1.25	-1.36
chr19	4252384	4252484	-832	Rad9a	+	14.15	9.40	18.11	1.51	-1.28
chr19	4281384	4281484	-513	Pold4	+	14.40	16.62	17.88	-1.15	1.24
chr19	4281779	4281879	-118	Pold4	+	8.95	8.04	11.44	1.11	1.28
chr19	4282139	4282239	242	Pold4	+	20.40	14.57	28.86	1.4	1.41
chr19	4447868	4447968	-813	Kdm2a	+	23.10	11.86	44.03	1.95	-1.91
chr19	4527092	4527226	12	Syt12	+	9.95	17.59	17.91	-1.77	1.8
chr19	4559681	4559781	-769	Pcx	+	9.70	5.53	13.94	1.75	-1.44
chr19	4665563	4665663	82	Lrfn4	+	11.40	11.56	19.45	-1.01	-1.71
chr19	4675793	4675893	-170	Rce1	+	4.45	6.57	11.87	-1.46	2.66
chr19	4748778	4748878	-132	Top6bl	+	14.40	15.10	16.88	-1.05	1.17
chr19	4805680	4805780	-823	Rbm4b	+	4.70	4.80	5.22	-1.01	-1.11
chr19	4861902	4862087	-332	Gm21992	+	20.60	14.13	42.73	1.46	-2.08
chr19	5011731	5011831	-553	Mrpl11	+	11.65	2.63	15.73	4.45	-1.35
chr19	5073705	5073805	-279	Slc29a2	+	21.10	14.55	26.10	1.45	-1.24
chr19	5073842	5073942	-142	Slc29a2	+	27.35	18.60	28.84	1.47	1.05
chr19	5091317	5091417	-24	Brms1	+	5.95	12.10	10.91	-2.02	1.83
chr19	5100350	5100450	-443	Rin1	+	2.00	1.00	6.50	1.98	3.25
chr19	5168246	5168346	30	Klc2	+	13.40	8.06	14.89	1.67	1.11
chr19	5323821	5323921	-724	Pacs1	+	5.95	4.03	9.42	1.48	1.58
chr19	5345514	5345614	-79	Sf3b2	+	4.45	1.13	8.90	3.95	-2
chr19	5416573	5416673	-218	Eif1ad	+	15.15	4.03	25.03	3.76	-1.65
chr19	5439017	5439117	-336	Sart1	+	25.55	11.76	45.58	2.18	-1.79
chr19	5474439	5474539	518	Drap1	+	11.45	15.57	12.45	-1.36	1.09
chr19	5475081	5475181	-41	AI837181	+	5.45	0.65	18.53	8.4	-3.4
chr19	5475376	5475512	272	AI837181	+	27.35	23.13	28.84	1.18	1.05
chr19	5538778	5538878	-421	Mus81	+	17.60	10.31	30.46	1.71	-1.73
chr19	5539163	5539263	-806	Mus81	+	8.45	9.05	9.94	-1.07	1.17
chr19	5617506	5617606	-496	Ap5b1	+	21.60	9.89	33.67	2.18	-1.56
chr19	5617620	5617720	-382	Ap5b1	+	19.90	10.55	20.40	1.88	1.02
chr19	5617798	5617898	-204	Ap5b1	+	23.10	6.47	23.60	3.57	-1.02
chr19	5617977	5618077	-25	Ap5b1	+	8.70	6.78	14.72	1.28	-1.69
chr19	5651811	5651911	-40	Rnaseh2c	+	8.20	14.28	9.84	-1.74	-1.2
chr19	5660004	5660344	-52	Kat5	+	45.25	47.26	63.05	-1.04	1.39
chr19	5686818	5687002	-659	Rela	+	26.35	26.15	33.31	1.01	1.26
chr19	5687114	5687214	-405	Rela	+	34.55	25.46	35.05	1.36	-1.02
chr19	5687376	5687476	-143	Rela	+	14.90	7.73	23.97	1.93	-1.61
chr19	5925570	5925670	-384	Frmd8	+	17.15	11.67	28.36	1.47	-1.66
chr19	5962379	5962479	470	Dpf2	+	11.95	18.58	29.88	-1.56	2.5
chr19	6065376	6065476	-149	Capn1	+	20.90	22.11	22.89	-1.06	1.09
chr19	6065560	6065679	236	Capn1	+	23.85	26.07	25.92	-1.09	-1.09
chr19	6065706	6065882	61	Capn1	+	19.90	18.71	24.32	1.06	-1.22
chr19	6096204	6096359	-325	Syvn1	+	20.65	25.58	23.30	-1.24	-1.13
chr19	6096558	6096658	2	Syvn1	+	10.40	10.56	18.72	-1.01	-1.8
chr19	6096780	6096880	224	Syvn1	+	13.40	22.67	29.28	-1.69	2.18
chr19	6127137	6127237	30	Vps51	+	16.40	23.14	16.90	-1.41	1.03
chr19	6191120	6191220	-3	Arl2	+	18.85	14.32	32.31	1.32	-1.72
chr19	6191248	6191348	-131	Arl2	+	8.95	20.62	15.91	-2.3	1.78
chr19	6285890	6285990	-70	Ppp2r5b	+	7.95	8.03	15.18	-1.01	-1.91
chr19	6286353	6286453	-533	Ppp2r5b	+	8.45	7.04	10.94	1.2	1.29
chr19	6414110	6414250	-440	Gm14966	+	19.40	8.54	20.89	2.27	1.08
chr19	6433906	6434006	-482	Pygm	+	8.20	5.39	18.86	1.52	-2.3
chr19	6449039	6449195	-788	Rasgrp2	+	21.40	10.55	30.86	2.02	1.44
chr19	6817946	6818081	-18	Rps6ka4	+	24.10	16.56	29.03	1.46	-1.21
chr19	6818136	6818236	-191	Rps6ka4	+	22.35	11.32	25.54	1.98	-1.14
chr19	6886994	6887094	-22	Trmt112	+	5.45	7.57	14.86	-1.38	2.72
chr19	6899651	6899751	-525	Esrra	+	21.35	13.30	49.27	1.6	-2.31
chr19	6911745	6911845	88	Kcnk4	+	6.45	8.57	9.92	-1.32	1.54
chr19	6919704	6919804	64	Gpr137	+	5.45	8.58	10.40	-1.56	1.91
chr19	6958218	6958362	-458	Fkbp2	+	10.95	22.10	24.39	-2.02	2.22
chr19	7018199	7018374	-892	Stip1	+	12.95	34.63	14.94	-2.68	1.15
chr19	7359515	7359615	-803	1700105P06Rik	+	24.85	19.12	25.35	1.3	1.02
chr19	7359811	7359974	-476	1700105P06Rik	+	18.40	25.14	20.39	-1.37	1.11
chr19	7360544	7360739	-250	Spindoc	+	28.30	11.53	48.51	2.45	-1.72
chr19	7394524	7394624	-416	Zfta	+	8.95	14.58	15.41	-1.63	1.72
chr19	7471625	7471725	-128	Atl3	+	7.45	3.96	12.87	1.88	-1.73
chr19	8691345	8691445	-134	Slc3a2	+	16.90	12.07	28.33	1.4	1.67
chr19	8700112	8700212	571	Slc3a2	+	10.95	15.07	12.94	-1.38	1.18
chr19	8700226	8700326	457	Slc3a2	+	9.45	18.60	17.91	-1.97	1.89
chr19	8718569	8718669	-169	Stx5a	+	8.45	23.64	12.43	-2.8	1.47
chr19	8718715	8718815	-23	Stx5a	+	6.45	17.87	8.80	-2.76	-1.37
chr19	8719098	8719198	-19	Stx5a	+	5.95	3.62	9.92	1.65	-1.67
chr19	8733807	8733907	476	1700023D09Rik	+	11.65	7.74	18.77	1.51	-1.61
chr19	8734600	8734700	169	Nxf1	+	12.90	21.50	15.05	-1.66	-1.17
chr19	8752174	8752274	375	Gm2518	+	15.90	12.85	26.50	1.24	-1.67
chr19	8752289	8752389	490	Gm2518	+	15.65	15.85	16.15	-1.01	-1.03
chr19	8779679	8779779	-148	Zbtb3	+	4.00	5.00	5.50	-1.26	1.37
chr19	8848791	8848985	-24	Ubxn1	+	8.45	14.73	15.49	-1.75	-1.84
chr19	8858200	8858300	47	Uqcc3	+	13.90	8.95	19.94	1.55	-1.44
chr19	8875369	8875469	-2	Ganab	+	6.70	3.39	13.40	1.98	-2
chr19	8906911	8907135	-4	Eml3	+	18.90	14.07	27.36	1.34	1.45
chr19	8907197	8907297	189	Eml3	+	18.90	21.61	24.37	-1.14	1.29
chr19	8919657	8919757	47	Gm10353	+	23.85	13.08	32.30	1.83	1.35
chr19	8919851	8919951	-147	Gm10353	+	20.85	15.19	30.66	1.37	-1.47
chr19	8930361	8930461	-785	Tut1	+	11.90	8.74	18.16	1.37	-1.53
chr19	9876910	9877010	-82	Gm50340	+	2.50	5.50	5.00	-2.23	2
chr19	9877230	9877438	292	Gm50340	+	34.55	25.84	42.91	1.34	-1.24
chr19	9959385	9959665	-485	Fth1	+	54.85	56.45	62.96	-1.03	-1.15
chr19	10181419	10181519	-97	Tmem258	+	27.35	27.62	34.05	-1.01	-1.25
chr19	10502794	10502950	264	Cpsf7	+	23.85	26.67	27.83	-1.12	1.17
chr19	10503175	10503275	617	Cpsf7	+	13.90	16.96	21.48	-1.22	-1.55
chr19	10533385	10533485	167	Tmem216	+	28.80	18.68	35.45	1.54	-1.23
chr19	10533496	10533640	34	Tmem216	+	35.30	30.11	41.82	1.17	-1.19
chr19	10533645	10533823	-132	Tmem216	+	27.85	32.17	33.32	-1.16	1.19
chr19	10533855	10533955	-303	Tmem216	+	8.45	16.10	12.43	-1.9	1.47
chr19	10554163	10554263	237	Tmem138	+	14.65	15.30	17.36	-1.04	-1.19
chr19	10554614	10554739	74	Tmem138	+	28.85	32.17	32.83	-1.12	1.14
chr19	10554750	10554850	-12	Cyb561a3	+	8.45	4.02	9.44	2.1	1.12
chr19	10554998	10555098	236	Cyb561a3	+	14.90	14.09	20.86	1.06	1.4
chr19	10582777	10582877	-134	Ddb1	+	4.95	6.88	6.05	-1.38	-1.22
chr19	10665789	10665995	-207	Vps37c	+	50.20	49.29	51.09	1.02	1.02
chr19	10858997	10859113	52	Tmem109	+	24.60	17.92	39.49	1.37	-1.61
chr19	10859148	10859250	-92	Tmem109	+	10.45	14.07	13.44	-1.35	1.28
chr19	10872112	10872212	-433	Prpf19	+	9.95	14.07	18.91	-1.42	1.9
chr19	10926997	10927097	-417	Ccdc86	+	14.40	14.10	15.39	1.02	1.07
chr19	10927242	10927342	-662	Ccdc86	+	14.90	8.72	25.74	1.71	-1.73
chr19	11747798	11747898	69	Mrpl16	+	9.45	9.53	14.49	-1.01	-1.54
chr19	11889054	11889353	-560	Patl1	+	52.65	40.81	53.76	1.29	-1.02
chr19	11942163	11942263	-995	Osbp	+	16.15	4.85	21.34	3.33	-1.32
chr19	11942321	11942421	-837	Osbp	+	23.60	12.15	32.45	1.94	-1.38
chr19	12550819	12550919	-5	Fam111a	+	11.45	15.07	16.43	-1.32	1.43
chr19	12573930	12574030	-50	A330040F15Rik	+	21.90	18.58	22.40	1.18	1.02
chr19	12610529	12610629	-93	Glyat	+	9.15	3.32	28.47	2.77	-3.12
chr19	12773929	12774203	509	Lpxn	+	40.75	68.92	56.55	-1.69	1.39
chr19	14576388	14576488	-891	Tle4	+	26.80	13.56	45.56	1.98	-1.7
chr19	15902307	15902407	66	Psat1	+	14.65	8.62	16.22	1.7	-1.11
chr19	15962202	15962302	101	Cep78	+	13.90	10.76	21.48	1.29	-1.55
chr19	16758443	16758543	-196	Vps13a	+	11.90	5.06	21.70	2.36	-1.83
chr19	16932985	16933102	-439	Prune2	+	19.35	13.64	27.82	1.42	-1.44
chr19	16933141	16933241	-291	Prune2	+	17.90	11.06	18.40	1.62	1.03
chr19	17371346	17371446	-11	Rfk	+	4.45	1.52	5.44	2.97	1.22
chr19	18609484	18609584	154	Nmrk1	+	25.85	14.58	31.32	1.77	1.21
chr19	18647664	18647764	-409	Carnmt1	+	20.90	21.10	21.92	-1.01	-1.05
chr19	18690052	18690152	-497	D030056L22Rik	+	13.90	13.60	23.83	1.03	1.71
chr19	18690207	18690307	-342	D030056L22Rik	+	27.35	20.37	29.41	1.34	-1.08
chr19	18690367	18690467	-182	D030056L22Rik	+	11.65	13.78	20.56	-1.18	-1.77
chr19	18978395	18978495	36	Rorb	+	10.70	9.39	12.31	1.14	-1.15
chr19	20470045	20470145	16	E030003E18Rik	+	12.90	10.98	35.01	1.17	-2.72
chr19	21248833	21248937	-757	Zfand5	+	52.20	32.18	59.56	1.62	1.14
chr19	21248952	21249086	-623	Zfand5	+	59.15	48.29	61.54	1.23	1.04
chr19	21755588	21755688	-66	Cemip2	+	6.45	6.53	10.32	-1.01	-1.6
chr19	22426015	22426115	-119	Gm27151	+	18.15	8.93	18.65	2.03	-1.03
chr19	23250744	23250844	467	Smc5	+	13.90	5.91	17.24	2.36	-1.24
chr19	24151908	24152008	-405	Tjp2	+	13.90	19.14	17.87	-1.37	1.28
chr19	24258218	24258318	-314	Fxn	+	10.45	12.56	24.38	-1.2	2.33
chr19	24454754	24455019	-48	Pabir1	+	36.75	18.59	50.98	1.98	-1.39
chr19	24455117	24455217	-329	Pabir1	+	28.35	15.96	32.63	1.77	-1.15
chr19	24533567	24533667	-79	Gm50341	+	20.15	15.14	22.80	1.33	-1.13
chr19	24533745	24533845	99	Gm50341	+	19.60	11.66	27.32	1.68	-1.4
chr19	25214308	25214408	19	Kank1	+	6.45	4.54	18.85	1.43	2.92
chr19	27194025	27194125	191	Vldlr	+	24.35	12.73	35.31	1.91	-1.45
chr19	27407733	27408150	504	C030016D13Rik	+	39.75	49.31	52.07	-1.24	1.31
chr19	27988925	27989025	-409	Rfx3	+	7.95	15.09	9.44	-1.9	1.19
chr19	27989086	27989186	-570	Rfx3	+	21.35	10.59	28.27	2.02	-1.33
chr19	27989235	27989424	-763	Rfx3	+	71.75	38.93	94.29	1.84	-1.31
chr19	28941751	28941894	-268	Spata6l	+	30.50	17.32	61.00	1.76	-2
chr19	28941941	28942041	-437	Spata6l	+	20.60	18.35	31.21	1.12	-1.52
chr19	29024872	29024972	39	1700018L02Rik	+	43.95	28.34	59.77	1.55	-1.36
chr19	29078024	29078124	-701	Rcl1	+	18.65	11.21	23.74	1.66	-1.27
chr19	29078146	29078264	-570	Rcl1	+	21.35	12.28	31.11	1.74	-1.46
chr19	29228202	29228302	-951	Jak2	+	17.90	32.18	20.39	-1.8	1.14
chr19	29228439	29228569	-699	Jak2	+	37.25	26.03	62.53	1.43	-1.68
chr19	29339269	29339457	-92	Plgrkt	+	10.95	13.56	16.92	-1.24	1.54
chr19	29344572	29344773	-166	Cd274	+	16.40	18.11	28.33	-1.1	1.73
chr19	29500055	29500190	440	Ric1	+	18.90	18.63	23.35	1.01	-1.24
chr19	29625714	29625863	27	Ermp1	+	11.90	12.05	26.18	-1.01	-2.2
chr19	29625884	29625984	-119	Ermp1	+	14.40	11.08	16.88	1.3	1.17
chr19	29626267	29626367	-502	Ermp1	+	22.85	17.97	32.47	1.27	-1.42
chr19	29790375	29790475	-51	Ranbp6	+	5.95	10.08	16.86	-1.69	2.83
chr19	29790711	29790811	-387	Ranbp6	+	17.15	5.51	30.18	3.11	-1.76
chr19	30007671	30007771	-192	Uhrf2	+	9.45	7.04	11.44	1.34	1.21
chr19	30526911	30527011	-65	Dkk1	+	6.95	3.66	31.97	1.9	-4.61
chr19	31060151	31060267	-32	Cstf2t	+	3.00	0.86	4.20	3.46	-1.4
chr19	31060286	31060386	95	Cstf2t	+	5.20	0.75	10.40	6.92	-2
chr19	31846107	31846207	-56	A1cf	+	13.65	10.89	30.51	1.25	-2.24
chr19	32188602	32188702	-239	Sgms1	+	8.45	10.06	11.43	-1.19	1.35
chr19	32366800	32366900	234	Sgms1os1	+	40.50	28.87	56.58	1.4	-1.4
chr19	32689765	32689865	-117	Atad1	+	18.40	22.12	19.39	-1.2	1.05
chr19	32689959	32690059	-311	Atad1	+	36.80	34.19	39.68	1.08	1.08
chr19	32690140	32690243	-493	Atad1	+	29.35	15.58	32.83	1.88	1.12
chr19	32690298	32690398	-650	Atad1	+	25.60	16.38	35.72	1.56	-1.4
chr19	33739210	33739310	91	Lipo2	+	0.50	0.50	0.50	-1.01	-1
chr19	34168705	34168805	-874	Stambpl1	+	29.30	18.87	37.19	1.55	-1.27
chr19	34169572	34169672	-7	Stambpl1	+	19.90	21.11	22.89	-1.06	1.15
chr19	34170041	34170188	-220	Stambpl1	+	42.25	31.46	53.52	1.34	-1.27
chr19	34193872	34193972	-986	Stambpl1	+	15.90	8.05	16.40	1.98	1.03
chr19	34452408	34452508	90	Ch25h	+	24.85	12.07	24.85	2.06	-1
chr19	34452694	34452949	-273	Ch25h	+	17.40	25.14	30.33	-1.44	1.74
chr19	34527907	34528115	-83	Ifit2	+	39.75	16.10	50.09	2.47	1.26
chr19	34560639	34560739	-240	Ifit3	+	9.65	4.20	24.56	2.31	-2.55
chr19	34584754	34584901	-530	Ifit3b	+	30.30	30.65	42.18	-1.01	-1.39
chr19	34584923	34585023	-384	Ifit3b	+	41.25	56.61	55.19	-1.37	-1.34
chr19	34585078	34585276	-180	Ifit3b	+	45.40	58.29	84.42	-1.28	-1.86
chr19	34617982	34618176	64	Ifit1bl2	+	19.40	17.09	31.34	1.13	1.61
chr19	34618212	34618312	-27	Ifit1	+	28.35	11.56	28.85	2.45	1.02
chr19	34618362	34618462	123	Ifit1	+	27.85	19.10	27.85	1.46	-1
chr19	34856250	34856350	555	Pank1	+	24.60	17.32	32.04	1.42	-1.3
chr19	34856821	34856995	-53	Pank1	+	34.80	28.85	43.78	1.21	-1.26
chr19	34899274	34899510	-366	Kif20b	+	26.05	20.69	42.33	1.26	-1.63
chr19	35902416	35902516	-488	A830019P07Rik	+	22.60	18.51	24.14	1.22	-1.07
chr19	35902559	35902659	-631	A830019P07Rik	+	28.60	13.71	30.13	2.08	-1.05
chr19	35902823	35902975	-921	A830019P07Rik	+	25.35	40.74	29.82	-1.61	1.17
chr19	36060744	36060911	-289	Rpp30	+	23.35	24.66	35.77	-1.05	1.53
chr19	36325069	36325169	-610	Pcgf5	+	14.90	17.11	19.37	-1.15	1.3
chr19	36325262	36325362	-417	Pcgf5	+	18.40	22.12	22.88	-1.2	1.24
chr19	36325755	36325874	85	Pcgf5	+	11.70	9.83	12.21	1.19	-1.04
chr19	36386418	36386518	-680	Pcgf5	+	6.45	6.05	12.40	1.07	1.92
chr19	36531431	36531665	-491	Hectd2	+	36.25	31.61	53.45	1.15	-1.48
chr19	36531848	36531977	-127	Hectd2	+	12.45	12.55	13.94	-1.01	1.12
chr19	36666747	36666847	82	Hectd2os	+	17.40	12.57	29.83	1.38	1.71
chr19	36666996	36667096	-167	Hectd2os	+	16.15	12.89	22.73	1.25	-1.41
chr19	36667689	36667789	-860	Hectd2os	+	17.35	14.52	33.25	1.2	-1.92
